品牌,型号,雪茄,税前价格,库存,折扣,原价,链接,更新时间
montecristo,montecristo - petit edmundos,"montecristo - petit edmundos 10pcs, wooden box",107.26,available,-3%,110.58,https://selected-cigars.com/en/montecristo-petit-edmundos,2020-04-06 19:21
montecristo,montecristo - petit edmundos,"montecristo - petit edmundos 25pcs,wooden box",268.16,available,-3%,276.45,https://selected-cigars.com/en/montecristo-petit-edmundos,2020-04-06 19:21
vegas robaina,vegas robaina - famosos,vegas robaina - famosos 1 piece,11.40,available,0,11.40,https://selected-cigars.com/en/vegas-robaina-famosos,2020-04-06 19:21
vegas robaina,vegas robaina - famosos,"vegas robaina - famosos 25pcs, wooden box",268.16,small quantities available,-3%,276.45,https://selected-cigars.com/en/vegas-robaina-famosos,2020-04-06 19:21
jose la piedra,jose la piedra - conservas,jose la piedra - conservas 1 piece,2.40,available,0,2.40,https://selected-cigars.com/en/jose-la-piedra-conservas,2020-04-06 19:21
jose la piedra,jose la piedra - conservas,jose la piedra - conservas 5pcs,11.29,available,-3%,11.64,https://selected-cigars.com/en/jose-la-piedra-conservas,2020-04-06 19:21
jose la piedra,jose la piedra - conservas,jose la piedra - conservas 25pcs,56.45,available,-3%,58.20,https://selected-cigars.com/en/jose-la-piedra-conservas,2020-04-06 19:21
hoyo de monterrey,hoyo de monterrey - petit robustos,hoyo de monterrey - petit robustos 1 piece,9.50,available,0,9.50,https://selected-cigars.com/en/hoyo-de-monterrey-petit-robustos,2020-04-06 19:21
hoyo de monterrey,hoyo de monterrey - petit robustos,hoyo de monterrey - petit robustos 3pcs box,26.82,available,-3%,27.65,https://selected-cigars.com/en/hoyo-de-monterrey-petit-robustos,2020-04-06 19:21
hoyo de monterrey,hoyo de monterrey - petit robustos,"hoyo de monterrey - petit robustos 25pcs, wooden box",223.47,available,-3%,230.38,https://selected-cigars.com/en/hoyo-de-monterrey-petit-robustos,2020-04-06 19:21
h. upmann,h. upmann - magnum 50,h. upmann - magnum 50 1 piece,14.80,available,0,14.80,https://selected-cigars.com/en/h-upmann-magnum-50,2020-04-06 19:20
h. upmann,h. upmann - magnum 50,"h. upmann - magnum 50 1 piece, alu tubo",15.80,sold out,0,15.80,https://selected-cigars.com/en/h-upmann-magnum-50,2020-04-06 19:20
h. upmann,h. upmann - magnum 50,"h. upmann - magnum 50 3pcs, alu tubo",44.60,sold out,-3%,45.98,https://selected-cigars.com/en/h-upmann-magnum-50,2020-04-06 19:20
h. upmann,h. upmann - magnum 50,"h. upmann - magnum 50 10pcs, wooden box",139.25,sold out,-3%,143.56,https://selected-cigars.com/en/h-upmann-magnum-50,2020-04-06 19:20
h. upmann,h. upmann - magnum 50,"h. upmann - magnum 50 25pcs, wooden box",348.13,sold out,-3%,358.90,https://selected-cigars.com/en/h-upmann-magnum-50,2020-04-06 19:20
h. upmann,h. upmann - magnum 50,h. upmann - magnum 50 50pcs kabinet wooden box,672.74,sold out,-3%,693.55,https://selected-cigars.com/en/h-upmann-magnum-50,2020-04-06 19:20
h. upmann,h. upmann - lcdh connossieur a,h. upmann connossieur a – exclusiv for la casa del habano,14.30,available,0,14.30,https://selected-cigars.com/en/h-upmann-connossieur-a-exklusiv-fuer-lcdh,2020-04-06 19:20
h. upmann,h. upmann - lcdh connossieur a,"h. upmann connossieur a – exclusiv for la casa del habano 25pcs, wooden box",336.38,small quantities available,-3%,346.78,https://selected-cigars.com/en/h-upmann-connossieur-a-exklusiv-fuer-lcdh,2020-04-06 19:20
partagás,partagás - presidentes,partagás - presidentes 1 piece,11.30,available,0,11.30,https://selected-cigars.com/en/partagas-presidentes,2020-04-06 19:20
partagás,partagás - presidentes,"partagás - presidentes 25pcs, wooden box",265.81,available,-3%,274.03,https://selected-cigars.com/en/partagas-presidentes,2020-04-06 19:20
romeo y julieta,romeo y julieta - mille fleurs,romeo y julieta - mille fleurs 1 piece,4.60,available,0,4.60,https://selected-cigars.com/en/romeo-y-julieta-mille-fleurs,2020-04-06 19:20
romeo y julieta,romeo y julieta - mille fleurs,"romeo y julieta - mille fleurs 10pcs, wooden box",43.28,available,-3%,44.62,https://selected-cigars.com/en/romeo-y-julieta-mille-fleurs,2020-04-06 19:20
romeo y julieta,romeo y julieta - mille fleurs,"romeo y julieta - mille fleurs 25pcs, wooden box",108.20,available,-3%,111.55,https://selected-cigars.com/en/romeo-y-julieta-mille-fleurs,2020-04-06 19:20
romeo y julieta,romeo y julieta - churchills,romeo y julieta - churchills 1 piece,16.50,available,0,16.50,https://selected-cigars.com/en/romeo-y-julieta-churchills,2020-04-06 19:20
romeo y julieta,romeo y julieta - churchills,"romeo y julieta - churchills 1 piece, alu tubos",18.80,available,0,18.80,https://selected-cigars.com/en/romeo-y-julieta-churchills,2020-04-06 19:20
romeo y julieta,romeo y julieta - churchills,"romeo y julieta - churchills 3pcs, alu tubos",53.07,available,-3%,54.71,https://selected-cigars.com/en/romeo-y-julieta-churchills,2020-04-06 19:20
romeo y julieta,romeo y julieta - churchills,"romeo y julieta - churchills 10pcs, alu tubos",176.89,sold out,-3%,182.36,https://selected-cigars.com/en/romeo-y-julieta-churchills,2020-04-06 19:20
romeo y julieta,romeo y julieta - churchills,"romeo y julieta - churchills 25pcs, wooden box",388.13,available,-3%,400.13,https://selected-cigars.com/en/romeo-y-julieta-churchills,2020-04-06 19:20
romeo y julieta,romeo y julieta - churchills,"romeo y julieta - churchills 25pcs, alu tubos",442.22,available,-3%,455.90,https://selected-cigars.com/en/romeo-y-julieta-churchills,2020-04-06 19:20
partagás,partagás - mille fleurs,partagás - mille fleurs 1 piece,5.20,available,0,5.20,https://selected-cigars.com/en/partagas-mille-fleurs,2020-04-06 19:20
partagás,partagás - mille fleurs,partagás - mille fleurs 5pcs box,24.46,available,-3%,25.22,https://selected-cigars.com/en/partagas-mille-fleurs,2020-04-06 19:20
partagás,partagás - mille fleurs,"partagás - mille fleurs 10pcs, wooden box",48.93,available,-3%,50.44,https://selected-cigars.com/en/partagas-mille-fleurs,2020-04-06 19:20
partagás,partagás - mille fleurs,"partagás - mille fleurs 25pcs, wooden box",122.32,available,-3%,126.10,https://selected-cigars.com/en/partagas-mille-fleurs,2020-04-06 19:20
san cristóbal,san cristobal - la punta,san cristobal - la punta 1 piece,12.40,available,0,12.40,https://selected-cigars.com/en/san-cristobal-la-punta-2379,2020-04-06 19:20
san cristóbal,san cristobal - la punta,san cristobal - la punta 25pcs,291.68,available,-3%,300.70,https://selected-cigars.com/en/san-cristobal-la-punta-2379,2020-04-06 19:20
h. upmann,h. upmann - upmann no.2,h. upmann - upmann no. 2 1 piece,13.40,available,0,13.40,https://selected-cigars.com/en/h-upmann-upmann-no-2,2020-04-06 19:20
h. upmann,h. upmann - upmann no.2,"h. upmann - upmann no. 2 25pcs, wooden box",315.20,sold out,-3%,324.95,https://selected-cigars.com/en/h-upmann-upmann-no-2,2020-04-06 19:20
bolívar,bolívar - royal coronas,bolívar - royal coronas 1pc,10.80,available,0,10.80,https://selected-cigars.com/en/bolivar-royal-coronas,2020-04-06 19:20
bolívar,bolívar - royal coronas,bolívar - royal coronas a/t 1pc,11.90,available,0,11.90,https://selected-cigars.com/en/bolivar-royal-coronas,2020-04-06 19:20
bolívar,bolívar - royal coronas,bolívar - royal coronas a/t 10pcs,111.97,available,-3%,115.43,https://selected-cigars.com/en/bolivar-royal-coronas,2020-04-06 19:20
bolívar,bolívar - royal coronas,"bolívar - royal coronas 25pcs, wooden box",254.04,available,-3%,261.90,https://selected-cigars.com/en/bolivar-royal-coronas,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - le hoyo de san juan,hoyo de monterrey san juan 1pc,15.80,available,0,15.80,https://selected-cigars.com/en/hoyo-de-monterrey-san-juan-2749,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - le hoyo de san juan,hoyo de monterrey san juan at 1pc,17.10,available,0,17.10,https://selected-cigars.com/en/hoyo-de-monterrey-san-juan-2749,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - le hoyo de san juan,hoyo de monterrey san juan at 3pcs,48.27,available,-3%,49.76,https://selected-cigars.com/en/hoyo-de-monterrey-san-juan-2749,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - le hoyo de san juan,"hoyo de monterrey san juan 10pcs, wooden box",148.66,sold out,-3%,153.26,https://selected-cigars.com/en/hoyo-de-monterrey-san-juan-2749,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - le hoyo de san juan,"hoyo de monterrey san juan 25pcs, wooden box",371.66,small quantities available,-3%,383.15,https://selected-cigars.com/en/hoyo-de-monterrey-san-juan-2749,2020-04-06 19:20
ramón allones,ramón allones - gigantes,ramón allones - gigantes 1 piece,17.20,available,0,17.20,https://selected-cigars.com/en/ramon-allones-gigantes,2020-04-06 19:20
ramón allones,ramón allones - gigantes,"ramón allones - gigantes 25pcs, wooden box",404.59,available,-3%,417.10,https://selected-cigars.com/en/ramon-allones-gigantes,2020-04-06 19:20
fonseca,fonseca - no.1,fonseca - no. 1 1 piece,8.20,small quantities available,0,8.20,https://selected-cigars.com/en/fonseca-no-1,2020-04-06 19:20
fonseca,fonseca - no.1,"fonseca - no. 1 25pcs, wooden box",192.88,sold out,-3%,198.85,https://selected-cigars.com/en/fonseca-no-1,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - lcdh epicure de luxe,hoyo de monterrey epicure de luxe lcdh 1 piece,11.80,sold out,0,11.80,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-de-luxe-lcdh,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - lcdh epicure de luxe,hoyo de monterrey epicure de luxe lcdh 10pcs,111.03,available,-3%,114.46,https://selected-cigars.com/en/hoyo-de-monterrey-epicure-de-luxe-lcdh,2020-04-06 19:20
montecristo,montecristo - edmundos,montecristo - edmundos 1 piece,13.70,available,0,13.70,https://selected-cigars.com/en/montecristo-edmundos,2020-04-06 19:20
montecristo,montecristo - edmundos,montecristo - edmundos a/t 1 piece,14.90,available,0,14.90,https://selected-cigars.com/en/montecristo-edmundos,2020-04-06 19:20
montecristo,montecristo - edmundos,montecristo - edmundos 3pcs box,38.67,sold out,-3%,39.87,https://selected-cigars.com/en/montecristo-edmundos,2020-04-06 19:20
montecristo,montecristo - edmundos,montecristo - edmundos a/t 3pcs,42.06,available,-3%,43.36,https://selected-cigars.com/en/montecristo-edmundos,2020-04-06 19:20
montecristo,montecristo - edmundos,"montecristo - edmundos 25pcs, wooden box",322.26,available,-3%,332.23,https://selected-cigars.com/en/montecristo-edmundos,2020-04-06 19:20
rafael gonzález,rafael gonzález - perlas,rafael gonzález - perlas 1 piece,4.60,available,0,4.60,https://selected-cigars.com/en/rafael-gonzalez-perlas,2020-04-06 19:20
rafael gonzález,rafael gonzález - perlas,rafael gonzález - perlas 5pcs box,20.70,sold out,-3%,21.34,https://selected-cigars.com/en/rafael-gonzalez-perlas,2020-04-06 19:20
rafael gonzález,rafael gonzález - perlas,"rafael gonzález - perlas 25pcs, wooden box",108.20,small quantities available,-3%,111.55,https://selected-cigars.com/en/rafael-gonzalez-perlas,2020-04-06 19:20
rafael gonzález,rafael gonzález - perlas,rafael gonzález - perlas 50er kiste,202.29,sold out,-3%,208.55,https://selected-cigars.com/en/rafael-gonzalez-perlas,2020-04-06 19:20
romeo y julieta,romeo y julieta - lchd cedros de luxe,"romeo y julieta cedros de luxe - exklusiv for la casa del habano, 1 piece",14.20,available,0,14.20,https://selected-cigars.com/en/romeo-y-julieta-cedros-de-luxe-exklusiv-fuer-la-casa-del-habano,2020-04-06 19:20
romeo y julieta,romeo y julieta - lchd cedros de luxe,romeo y julieta cedros de luxe - exklusiv for la casa del habano - 10pcs wooden box,133.61,available,-3%,137.74,https://selected-cigars.com/en/romeo-y-julieta-cedros-de-luxe-exklusiv-fuer-la-casa-del-habano,2020-04-06 19:20
por larrañaga,por larrañaga - picadores,por larrañaga picadores 1 piece,8.80,available,0,8.80,https://selected-cigars.com/en/por-larra-aga-picadores,2020-04-06 19:20
por larrañaga,por larrañaga - picadores,"por larrañaga picadores – 25pcs, wooden box",207.00,available,-3%,213.40,https://selected-cigars.com/en/por-larra-aga-picadores,2020-04-06 19:20
bolívar,bolívar - coronas junior,bolívar - coronas junior 1pc,6.90,available,0,6.90,https://selected-cigars.com/en/bolivar-coronas-junior,2020-04-06 19:20
bolívar,bolívar - coronas junior,bolívar - coronas junior 25pcs box,162.31,available,-3%,167.33,https://selected-cigars.com/en/bolivar-coronas-junior,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - double coronas,hoyo de monterrey - double coronas 1 piece,18.90,sold out,0,18.90,https://selected-cigars.com/en/hoyo-de-monterrey-double-coronas,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - double coronas,"hoyo de monterrey - double coronas 25pcs, wooden box",444.58,small quantities available,-3%,458.33,https://selected-cigars.com/en/hoyo-de-monterrey-double-coronas,2020-04-06 19:20
hoyo de monterrey,hoyo de monterrey - double coronas,"hoyo de monterrey - double coronas 50pcs, wooden box *** 1 box per customer ***",889.15,sold out,-3%,916.65,https://selected-cigars.com/en/hoyo-de-monterrey-double-coronas,2020-04-06 19:20
h. upmann,h. upmann - magnum 54,h. upmann magnum 54 - 1 pc,14.40,available,0,14.40,https://selected-cigars.com/en/h-upmann-magnum-54,2020-04-06 19:20
h. upmann,h. upmann - magnum 54,h. upmann magnum 54 a/t - 3pcs,40.64,small quantities available,-3%,41.90,https://selected-cigars.com/en/h-upmann-magnum-54,2020-04-06 19:20
h. upmann,h. upmann - magnum 54,h. upmann magnum 54 - 10 pcs/box,120.44,sold out,-3%,124.16,https://selected-cigars.com/en/h-upmann-magnum-54,2020-04-06 19:20
h. upmann,h. upmann - magnum 54,h. upmann magnum 54 - 25pcs/box,301.09,available,-3%,310.40,https://selected-cigars.com/en/h-upmann-magnum-54,2020-04-06 19:20
partagás,partagás - serie d no.4,partagás - serie d no. 4 1 piece,11.30,available,0,11.30,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-04-06 19:21
partagás,partagás - serie d no.4,"partagás - serie d no. 4 1 piece, alu tubo",12.50,available,0,12.50,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-04-06 19:21
partagás,partagás - serie d no.4,"partagás - serie d no. 4 3pcs, alu tubo",35.29,available,-3%,36.38,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-04-06 19:21
partagás,partagás - serie d no.4,"partagás - serie d no. 4 10pcs, wooden box",106.32,available,-3%,109.61,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-04-06 19:21
partagás,partagás - serie d no.4,"partagás - serie d no. 4 25pcs, wooden box",265.81,available,-3%,274.03,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-04-06 19:21
partagás,partagás - serie d no.4,partagás - serie d no. 4 a/t special 25er metalltube,294.04,sold out,-3%,303.13,https://selected-cigars.com/en/partagas-serie-d-no-4,2020-04-06 19:21
h. upmann,h. upmann - half coronas,h. upmann - half corona 1 piece,4.40,sold out,0,4.40,https://selected-cigars.com/en/h-upmann-half-corona,2020-04-06 19:21
h. upmann,h. upmann - half coronas,"h. upmann - half corona 5 pieces, sheet metal crate",24.46,available,-3%,25.22,https://selected-cigars.com/en/h-upmann-half-corona,2020-04-06 19:21
h. upmann,h. upmann - half coronas,"h. upmann - half corona 25pcs,wooden box",103.50,small quantities available,-3%,106.70,https://selected-cigars.com/en/h-upmann-half-corona,2020-04-06 19:21
ramón allones,ramon allones - lcdh allones superiores,ramon allones allones superiores exklusiv for lcdh - 1 pc,9.80,available,0,9.80,https://selected-cigars.com/en/ramon-allones-allones-superiores-exklusiv-fuer-lcdh,2020-04-06 19:21
ramón allones,ramon allones - lcdh allones superiores,ramon allones allones superiores exklusiv for lcdh - 10pcs,92.21,available,-3%,95.06,https://selected-cigars.com/en/ramon-allones-allones-superiores-exklusiv-fuer-lcdh,2020-04-06 19:21
romeo y julieta,romeo y julieta - wide churchills,romeo y julieta - wide churchills 1 piece,12.40,available,0,12.40,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-04-06 19:21
romeo y julieta,romeo y julieta - wide churchills,"romeo y julieta - wide churchills 1 piece, alu tubo",13.60,small quantities available,0,13.60,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-04-06 19:21
romeo y julieta,romeo y julieta - wide churchills,"romeo y julieta - wide churchills 3pcs, alu tubo",38.39,available,-3%,39.58,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-04-06 19:21
romeo y julieta,romeo y julieta - wide churchills,"romeo y julieta - wide churchills 10pcs, wooden box",116.67,sold out,-3%,120.28,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-04-06 19:21
romeo y julieta,romeo y julieta - wide churchills,"romeo y julieta - wide churchills 25pcs, wooden box",291.68,available,-3%,300.70,https://selected-cigars.com/en/romeo-y-julieta-wide-churchills,2020-04-06 19:21
romeo y julieta,romeo y julieta - churchills anejados a/t,romeo y julieta churchills anejados a/t 1 pc,27.00,available,0,27.00,https://selected-cigars.com/en/romeo-y-julieta-churchills-a-t-a-ejados,2020-04-06 19:21
romeo y julieta,romeo y julieta - churchills anejados a/t,romeo y julieta churchills  anejados a/t 25 pieces box,635.11,available,-3%,654.75,https://selected-cigars.com/en/romeo-y-julieta-churchills-a-t-a-ejados,2020-04-06 19:21
